"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048608","reproductive structure development",370,0.394476178524442,1.87758741252646,6.23368675103809e-10,6.23368675103809e-10,3.27891923104603e-06,2109,"tags=26%, list=14%, signal=23%","14620/21414/12638/20897/14714/16590/16323/14461/13813/12266/16878/14283/18591/14119/16866/18121/16007/236899/18799/380684/12048/170676/26564/16001/14313/12505/21808/17295/17289/18793/13875/12550/11622/71709/214253/22329/75605/13393/12124/12043/16952/16691/98711/54352/17300/12577/12841/192176/18787/19411/22422/13870/18095/20670/14178/17240/22113/15205/94109/107586/12159/93757/12394/15894/19275/17311/14388/381677/12125/14609/12606/381157/11797/30953/77595/16669/19664/22417/18129/58991/214292/11535/14155/14367/56484/15516/18667/100040608/18671/15364/13649/94246/17128/20681/20732"
"GO:0061458","reproductive system development",373,0.3928215677359,1.8732711437084,2.62993185429572e-09,2.62993185429572e-09,6.91672077679774e-06,2109,"tags=25%, list=14%, signal=23%","14620/21414/12638/20897/14714/16590/16323/14461/13813/12266/16878/14283/18591/14119/16866/18121/16007/236899/18799/380684/12048/170676/26564/16001/14313/12505/21808/17295/17289/18793/13875/12550/11622/71709/214253/22329/75605/13393/12124/12043/16952/16691/98711/54352/17300/12577/12841/192176/18787/19411/22422/13870/18095/20670/14178/17240/22113/15205/94109/107586/12159/93757/12394/15894/19275/17311/14388/381677/12125/14609/12606/381157/11797/30953/77595/16669/19664/22417/18129/58991/214292/11535/14155/14367/56484/15516/18667/100040608/18671/15364/13649/94246/17128/20681/20732"
"GO:0006520","cellular amino acid metabolic process",216,-0.455702510433303,-1.92226804590151,1.09311704396177e-07,1.09311704396177e-07,0.000179042409481708,3135,"tags=33%, list=20%, signal=27%","76563/238505/13382/50880/69684/26433/104776/107271/242642/216443/78038/12041/23874/14583/12036/226539/229905/66948/68133/18127/18618/66902/268860/108156/27053/70503/212647/14718/237823/18242/212933/54375/76187/11898/107869/30956/104816/17850/192653/15356/108682/11668/209027/67432/18126/56454/13171/217830/56357/20540/12411/13180/15930/66885/14085/192166/11846/104174/18263/23887/69051/14711/234724/21990/26912/14598/208982/20512/100470/69219/67547"
"GO:0006486","protein glycosylation",163,-0.485984718351135,-1.98700050250474,1.76104318655327e-07,1.76104318655327e-07,0.000179042409481708,4085,"tags=47%, list=26%, signal=35%","381903/17309/217664/109181/381510/69038/233824/54616/20443/320011/68563/328370/103963/241230/207958/108105/72661/223774/218271/57170/57377/26433/117592/13200/108902/268880/14583/58193/57357/67075/109785/14423/66435/208624/20441/387314/171167/231050/74498/68273/66059/13135/233115/56737/20014/66357/20452/228875/94192/56336/107895/14042/59048/53618/103534/171212/28146/331026/14595/72297/20442/109154/20450/14345/21982/20446/215494/228366/232984/20440/50935/68171/20447/16168/70377/26878/67547"
"GO:0043413","macromolecule glycosylation",163,-0.485984718351135,-1.98700050250474,1.76104318655327e-07,1.76104318655327e-07,0.000179042409481708,4085,"tags=47%, list=26%, signal=35%","381903/17309/217664/109181/381510/69038/233824/54616/20443/320011/68563/328370/103963/241230/207958/108105/72661/223774/218271/57170/57377/26433/117592/13200/108902/268880/14583/58193/57357/67075/109785/14423/66435/208624/20441/387314/171167/231050/74498/68273/66059/13135/233115/56737/20014/66357/20452/228875/94192/56336/107895/14042/59048/53618/103534/171212/28146/331026/14595/72297/20442/109154/20450/14345/21982/20446/215494/228366/232984/20440/50935/68171/20447/16168/70377/26878/67547"
"GO:0070085","glycosylation",183,-0.468562567844579,-1.94383824240807,2.04230885340351e-07,2.04230885340351e-07,0.000179042409481708,4085,"tags=48%, list=26%, signal=36%","381903/17309/217664/109181/381510/102339/69038/69064/233824/54616/20443/320011/68563/328370/238123/103963/55981/241230/207958/108105/72661/223774/218271/57170/57377/26433/117592/97484/13200/14466/108902/268880/53418/14583/58193/57357/67075/109785/14423/66435/208624/20441/387314/171167/231050/74498/68273/66059/13135/233115/56737/20014/94181/66357/20452/228875/94192/56336/107895/14042/59048/53618/103534/227671/171212/67542/28146/56375/331026/14595/72297/20442/109154/20450/14345/21982/20446/215494/228366/232984/20440/50935/68171/20447/16168/70377/26878/67547"
"GO:0098813","nuclear chromosome segregation",238,-0.429250238799763,-1.83413817773601,1.48085632585353e-06,1.48085632585353e-06,0.00101147519091855,3833,"tags=40%, list=25%, signal=31%","68298/72107/21749/70799/12236/71846/228421/17535/16319/76959/70099/12190/83558/72787/20892/13605/217232/67052/110958/52276/233406/103768/78658/22385/104806/12448/69716/20962/11920/67849/20877/73804/107995/21335/105377/26934/103733/268465/105988/60411/237911/70385/213389/11799/76044/67141/70681/71878/108000/79456/384619/23834/68612/67629/68014/209334/83815/110033/56150/239083/67139/66934/114714/12447/108907/381293/54392/14211/71988/14841/229841/22137/21973/12235/208628/76464/74386/68549/18005/70218/66977/211651/224023/72415/18817/104271/381318/100710/14156/268697/16580/54141/66591/66442/223970/329152"
"GO:1901605","alpha-amino acid metabolic process",148,-0.474694826941044,-1.9129027427665,1.53836530938182e-06,1.53836530938182e-06,0.00101147519091855,3082,"tags=36%, list=20%, signal=30%","238505/50880/26433/104776/78038/12041/14583/12036/229905/68133/18127/18618/66902/108156/27053/70503/212647/14718/237823/18242/54375/76187/11898/107869/30956/104816/17850/192653/15356/108682/209027/67432/18126/56454/217830/56357/20540/12411/13180/15930/66885/14085/192166/11846/104174/18263/69051/14711/234724/26912/14598/208982/69219/67547"
"GO:0001501","skeletal system development",450,0.328692710509557,1.5927732033249,2.37939250276136e-06,2.37939250276136e-06,0.00139062272939164,2757,"tags=27%, list=18%, signal=23%","14219/21943/214685/16840/21825/69480/14724/620235/16590/17131/215001/12006/20204/17313/14119/77583/235611/18121/17937/16007/26564/20677/14313/19733/21808/329278/13614/330790/106722/12393/20666/22059/18590/12406/320910/14723/13386/12814/102866/232174/16854/13836/98711/54352/17300/12577/20679/17242/12023/20190/19411/18109/13601/22422/228790/13395/55994/17240/12159/20855/21418/231633/12394/12005/12153/11647/12815/14609/15586/108655/19228/54635/30953/17261/71375/218772/20807/18129/17869/58991/67216/19697/17125/231162/22658/21873/240396/15212/14191/14729/20481/15364/19094/18514/18750/270685/16969/15530/12824/268396/14234/217935/17936/20289/14182/73121/215653/329628/18552/103537/22177/15587/12095/16847/18984/59035/235320/72938/18605/226844/208618/77087/105722"
"GO:0001890","placenta development",146,0.44202419454518,1.90123507577702,3.00100532393342e-06,3.00100532393342e-06,0.00148842769229199,2109,"tags=27%, list=14%, signal=23%","14620/14461/13813/16878/14283/18591/14119/16007/18799/170676/17295/13875/12550/71709/214253/22329/13393/16691/12577/18787/22422/20670/17240/22113/15205/107586/14388/12606/11797/16669/19664/18129/58991/214292/11535/14367/15516/13649/20732"
